Date,Client name,Order Quantity,Material
12/27/2019,c1,50,12321916
2/6/2020,c1,5,12427510
2/6/2020,c1,0,12427510
2/6/2020,c1,7,12412229
2/6/2020,c1,30,12427510
2/6/2020,c1,0,12427510
2/6/2020,c1,44,12412229
1/2/2020,c1,47,12382707
1/2/2020,c1,72,12292602
1/2/2020,c1,240,12216837
1/2/2020,c1,48,12173501
1/2/2020,c1,48,12173496
1/2/2020,c1,96,12173500
1/2/2020,c1,48,12173499
1/2/2020,c1,0,12173499
1/31/2020,c1,19,12246757
1/31/2020,c1,22,12095075
1/31/2020,c1,40,11250398
1/31/2020,c1,87,12131456
1/31/2020,c1,0,12131456
1/31/2020,c1,3,12412450
1/31/2020,c1,2,12412443
1/31/2020,c1,6,12412439
1/31/2020,c1,5,12412438
1/31/2020,c1,10,12412444
1/31/2020,c1,32,12262742
1/31/2020,c1,34,12366065
1/31/2020,c1,23,12407292
1/31/2020,c1,15,12191186
1/31/2020,c1,5,12349854
1/31/2020,c1,3,12350033
1/31/2020,c1,3,12230524
1/31/2020,c1,30,12246726
1/31/2020,c1,2,12322423
1/31/2020,c1,6,12366008
1/31/2020,c1,11,12381483
1/31/2020,c1,6,12412256
1/31/2020,c1,9,12311239
1/31/2020,c1,1,12208317
1/31/2020,c1,64,12311288
1/31/2020,c1,6,12311236
1/31/2020,c1,6,12322313
1/31/2020,c1,3,12322315
1/31/2020,c1,3,12321166
1/31/2020,c1,28,12349828
1/31/2020,c1,1,12311261
1/31/2020,c1,2,12397826
1/31/2020,c1,19,12349826
1/31/2020,c1,2,12349829
1/31/2020,c1,1,12322319
1/31/2020,c1,6,12322345
12/25/2019,c1,42,11250174
12/25/2019,c1,60,12037054
