Date,Client name,Order Quantity,Material
1/10/2020,c10,300,12280926
1/10/2020,c10,90,12321979
1/10/2020,c10,5,12324079
1/10/2020,c10,40,11250399
1/10/2020,c10,10,11250174
1/10/2020,c10,45,12037054
1/10/2020,c10,24,11250020
1/10/2020,c10,28,12366017
1/10/2020,c10,320,11254203
1/10/2020,c10,120,9602324
1/10/2020,c10,120,9602315
1/10/2020,c10,60,9602063
1/10/2020,c10,120,12159741
1/10/2020,c10,102,12293351
1/10/2020,c10,102,12293352
1/10/2020,c10,90,12095328
1/10/2020,c10,80,12411493
1/10/2020,c10,25,12409159
1/10/2020,c10,25,12409234
1/10/2020,c10,56,12159762
1/10/2020,c10,80,12246749
1/10/2020,c10,198,12271469
1/10/2020,c10,108,12293783
1/10/2020,c10,36,12293891
1/10/2020,c10,80,12293777
1/10/2020,c10,80,12293778
1/10/2020,c10,160,12293768
1/10/2020,c10,29,12322345
1/10/2020,c10,60,12349828
1/10/2020,c10,75,12349826
1/10/2020,c10,48,12322797
1/10/2020,c10,90,12397826
1/10/2020,c10,18,12322592
1/10/2020,c10,28,12407807
1/10/2020,c10,50,12263948
1/10/2020,c10,78,12304755
1/10/2020,c10,80,12293771
1/10/2020,c10,120,12120063
1/10/2020,c10,70,12394956
1/10/2020,c10,78,12304753
1/10/2020,c10,120,12232429
1/10/2020,c10,57,11251099
1/10/2020,c10,60,12398311
1/10/2020,c10,40,12407751
1/10/2020,c10,105,12141371
1/10/2020,c10,32,12293764
1/10/2020,c10,40,415841
1/10/2020,c10,98,12159945
1/10/2020,c10,78,12304754
1/10/2020,c10,24,12322593
1/10/2020,c10,29,12322863
1/10/2020,c10,25,12409158
1/10/2020,c10,144,12280926
1/10/2020,c10,54,12321980
1/10/2020,c10,72,12321979
1/10/2020,c10,96,11254203
1/10/2020,c10,19,12230523
1/10/2020,c10,32,9602322
1/10/2020,c10,32,12159768
1/10/2020,c10,120,9602315
1/10/2020,c10,54,12095328
1/10/2020,c10,48,12407345
1/10/2020,c10,48,12407347
1/10/2020,c10,48,12407460
1/10/2020,c10,48,12407346
1/10/2020,c10,48,12409855
1/10/2020,c10,48,12407637
1/10/2020,c10,40,12407351
1/10/2020,c10,40,12407355
1/10/2020,c10,40,12407353
1/10/2020,c10,40,12407352
1/10/2020,c10,90,12322779
1/10/2020,c10,48,12407402
1/10/2020,c10,48,12407405
1/10/2020,c10,48,12407403
1/10/2020,c10,48,12246749
1/10/2020,c10,396,12271469
1/10/2020,c10,14,12262745
1/10/2020,c10,64,12329692
1/10/2020,c10,48,12293778
1/10/2020,c10,14,12404641
1/10/2020,c10,48,12293771
1/10/2020,c10,32,12293764
1/10/2020,c10,80,12293763
1/10/2020,c10,80,12293768
1/10/2020,c10,80,12293773
1/10/2020,c10,29,12322345
1/10/2020,c10,29,12322346
1/10/2020,c10,195,12347321
1/10/2020,c10,195,12347323
1/10/2020,c10,30,12397826
1/10/2020,c10,24,12322593
1/10/2020,c10,20,12407779
1/10/2020,c10,37,12409683
1/10/2020,c10,37,12414729
1/10/2020,c10,26,12304755
1/10/2020,c10,96,12120063
1/10/2020,c10,84,12159945
1/10/2020,c10,26,12304753
1/10/2020,c10,28,12159762
1/10/2020,c10,25,12409740
1/10/2020,c10,48,12322796
1/10/2020,c10,40,12409893
1/10/2020,c10,60,12394959
1/10/2020,c10,48,12383058
1/10/2020,c10,4,12407889
1/10/2020,c10,4,12366017
1/10/2020,c10,24,12204860
1/13/2020,c10,180,12232892
1/13/2020,c10,120,12280926
1/13/2020,c10,90,12321979
1/13/2020,c10,5,12324079
1/13/2020,c10,4,11250019
1/13/2020,c10,17,11250174
1/13/2020,c10,27,12037054
1/13/2020,c10,24,12366017
1/13/2020,c10,64,11254203
1/13/2020,c10,60,11001248
1/13/2020,c10,28,12404608
1/13/2020,c10,64,9602322
1/13/2020,c10,32,12095362
1/13/2020,c10,80,12159768
1/13/2020,c10,60,9602063
1/13/2020,c10,105,12095330
1/13/2020,c10,17,12131456
1/13/2020,c10,48,12407637
1/13/2020,c10,100,12406182
1/13/2020,c10,50,12409208
1/13/2020,c10,25,12409209
1/13/2020,c10,75,12409709
1/13/2020,c10,50,12409740
1/13/2020,c10,25,12409158
1/13/2020,c10,25,12409159
1/13/2020,c10,61,12191186
1/13/2020,c10,29,12159430
1/13/2020,c10,66,12271469
1/13/2020,c10,20,12407493
1/13/2020,c10,61,12262744
1/13/2020,c10,108,12293783
1/13/2020,c10,36,12293891
1/13/2020,c10,80,12329692
1/13/2020,c10,25,12409230
1/13/2020,c10,28,12404641
1/13/2020,c10,29,12384956
1/13/2020,c10,240,12293763
1/13/2020,c10,160,12293768
1/13/2020,c10,80,12293773
1/13/2020,c10,26,12322313
1/13/2020,c10,195,12347321
1/13/2020,c10,195,12337879
1/13/2020,c10,195,12347323
1/13/2020,c10,30,12397826
1/13/2020,c10,20,12407778
1/13/2020,c10,28,12407807
1/13/2020,c10,10,12350045
1/13/2020,c10,5,12382916
1/13/2020,c10,1,12382917
1/13/2020,c10,111,12409683
1/13/2020,c10,74,12409682
1/13/2020,c10,111,12414729
1/13/2020,c10,50,12263948
1/13/2020,c10,16,12321939
1/13/2020,c10,24,12407811
1/13/2020,c10,80,12232892
1/13/2020,c10,48,12280926
1/13/2020,c10,72,12321979
1/13/2020,c10,96,11254203
1/13/2020,c10,19,12230524
1/13/2020,c10,14,12404608
1/13/2020,c10,32,9602322
1/13/2020,c10,32,12095362
1/13/2020,c10,32,12159768
1/13/2020,c10,60,9602324
1/13/2020,c10,34,12293351
1/13/2020,c10,48,12407415
1/13/2020,c10,25,12409709
1/13/2020,c10,25,12409740
1/13/2020,c10,28,12159762
1/13/2020,c10,25,12246726
1/13/2020,c10,61,12262744
1/13/2020,c10,61,12262745
1/13/2020,c10,54,12293783
1/13/2020,c10,18,12293891
1/13/2020,c10,14,12404641
1/13/2020,c10,29,12322863
1/13/2020,c10,32,12293766
1/13/2020,c10,96,12293781
1/13/2020,c10,80,12293763
1/13/2020,c10,160,12293768
1/13/2020,c10,40,12293773
1/13/2020,c10,60,12349828
1/13/2020,c10,15,12349829
1/13/2020,c10,117,12337879
1/13/2020,c10,48,12322796
1/13/2020,c10,24,12322595
1/13/2020,c10,37,12409683
1/13/2020,c10,37,12414729
1/13/2020,c10,48,12246746
1/14/2020,c10,48,12223554
1/14/2020,c10,144,12222904
1/14/2020,c10,144,12222902
1/14/2020,c10,96,12173497
1/14/2020,c10,96,12173501
1/14/2020,c10,96,12173498
1/14/2020,c10,96,12173500
1/14/2020,c10,96,12173499
1/14/2020,c10,96,12261564
1/14/2020,c10,48,12382705
1/14/2020,c10,96,12382707
1/14/2020,c10,96,12311290
1/14/2020,c10,360,11005271
1/14/2020,c10,200,11250767
1/14/2020,c10,252,11001184
1/14/2020,c10,126,11001185
1/14/2020,c10,252,11001187
1/14/2020,c10,378,11001186
1/14/2020,c10,630,12042081
1/14/2020,c10,252,12042082
1/14/2020,c10,378,12042142
1/14/2020,c10,252,12042143
1/14/2020,c10,105,12083476
1/14/2020,c10,90,11005260
1/14/2020,c10,90,11005275
1/14/2020,c10,495,11000858
1/14/2020,c10,220,11000851
1/14/2020,c10,360,11005276
1/14/2020,c10,198,11005255
1/14/2020,c10,360,12151718
1/14/2020,c10,90,11005264
1/14/2020,c10,110,12192541
1/14/2020,c10,180,11005268
1/14/2020,c10,220,11000089
1/14/2020,c10,180,11005265
1/14/2020,c10,99,11005274
1/14/2020,c10,126,11005258
1/14/2020,c10,270,11005256
1/14/2020,c10,180,11005257
1/14/2020,c10,270,11005260
1/14/2020,c10,180,11005275
1/14/2020,c10,180,11005262
1/14/2020,c10,297,11000858
1/14/2020,c10,220,11000851
1/14/2020,c10,360,11005271
1/14/2020,c10,90,11005264
1/14/2020,c10,110,12192541
1/14/2020,c10,99,11005273
1/14/2020,c10,90,12105592
1/14/2020,c10,180,11005259
1/14/2020,c10,270,11005256
1/14/2020,c10,270,11005257
1/14/2020,c10,252,12042082
1/14/2020,c10,126,12042143
1/14/2020,c10,210,12083476
1/14/2020,c10,75,12343730
1/14/2020,c10,336,12311278
1/14/2020,c10,144,12311304
1/14/2020,c10,144,12382705
1/14/2020,c10,336,12382707
1/14/2020,c10,336,12311290
1/14/2020,c10,135,11005260
1/14/2020,c10,72,11005275
1/14/2020,c10,72,11005262
1/14/2020,c10,297,11000858
1/14/2020,c10,66,11000851
1/14/2020,c10,270,11005271
1/14/2020,c10,63,11005276
1/14/2020,c10,135,12151718
1/14/2020,c10,54,11005264
1/14/2020,c10,77,12192541
1/14/2020,c10,108,11005268
1/14/2020,c10,132,11000089
1/14/2020,c10,90,11005273
1/14/2020,c10,90,11005265
1/14/2020,c10,72,11005274
1/14/2020,c10,72,12105592
1/14/2020,c10,90,11005258
1/14/2020,c10,63,11005259
1/14/2020,c10,270,11005256
1/14/2020,c10,180,11005257
1/14/2020,c10,60,11250767
1/14/2020,c10,63,11001184
1/14/2020,c10,42,11001187
1/14/2020,c10,168,11001186
1/14/2020,c10,63,12042081
1/14/2020,c10,126,12042082
1/14/2020,c10,105,12042142
1/14/2020,c10,126,12042143
1/14/2020,c10,30,12343731
1/14/2020,c10,48,12216837
1/14/2020,c10,48,12223554
1/14/2020,c10,48,12222904
1/14/2020,c10,96,12222902
1/14/2020,c10,36,12173497
1/14/2020,c10,96,12173501
1/14/2020,c10,96,12173498
1/14/2020,c10,54,12173500
1/14/2020,c10,180,12173499
1/14/2020,c10,54,12261564
1/14/2020,c10,96,12311278
1/14/2020,c10,96,12382705
1/14/2020,c10,144,12382707
1/14/2020,c10,192,12311290
1/15/2020,c10,360,12322779
1/15/2020,c10,240,12322790
1/15/2020,c10,96,12120063
1/15/2020,c10,24,12407889
1/15/2020,c10,24,12407812
1/15/2020,c10,190,12159710
1/15/2020,c10,180,12322779
1/15/2020,c10,60,12322790
1/15/2020,c10,540,12159710
1/15/2020,c10,370,12159710
1/15/2020,c10,732,12322779
1/15/2020,c10,732,12322790
1/15/2020,c10,54,12383090
1/15/2020,c10,50,12263948
1/15/2020,c10,37,12409682
1/15/2020,c10,20,12407411
1/15/2020,c10,29,12322844
1/15/2020,c10,64,12293790
1/15/2020,c10,123,12141370
1/15/2020,c10,10,12382687
1/15/2020,c10,40,12409893
1/15/2020,c10,24,12322595
1/15/2020,c10,29,12322853
1/15/2020,c10,488,12322779
1/15/2020,c10,244,12322790
1/16/2020,c10,42,12322348
1/16/2020,c10,43,12383487
1/17/2020,c10,450,12322779
1/17/2020,c10,240,12322790
1/16/2020,c10,14,12322348
1/16/2020,c10,9,12383487
1/17/2020,c10,976,12322779
1/17/2020,c10,488,12322790
1/17/2020,c10,54,12383090
1/17/2020,c10,37,12409682
1/17/2020,c10,50,12263948
1/17/2020,c10,40,415841
1/17/2020,c10,37,12409683
1/17/2020,c10,64,12293790
1/17/2020,c10,29,12322844
1/17/2020,c10,120,12120063
1/17/2020,c10,123,12141370
1/17/2020,c10,10,12382687
1/17/2020,c10,80,9602321
1/17/2020,c10,96,12204860
1/17/2020,c10,24,12322595
1/17/2020,c10,29,12322853
1/17/2020,c10,140,12159710
1/21/2020,c10,48,12222904
1/21/2020,c10,48,12222902
1/21/2020,c10,144,12311290
1/30/2020,c10,1,90032591
1/21/2020,c10,42,12394956
1/21/2020,c10,45,12349826
1/21/2020,c10,12,12353675
1/21/2020,c10,34,12293352
1/21/2020,c10,16,12293764
1/21/2020,c10,96,12120063
1/21/2020,c10,32,12293790
1/21/2020,c10,150,12263948
1/21/2020,c10,24,12407812
1/21/2020,c10,48,12322797
1/21/2020,c10,30,12232892
1/21/2020,c10,22,11250019
1/21/2020,c10,57,11251099
1/21/2020,c10,120,415841
1/21/2020,c10,90,12095328
1/21/2020,c10,48,12407637
1/21/2020,c10,80,12329692
1/21/2020,c10,29,12322841
1/21/2020,c10,29,12322843
1/21/2020,c10,29,12322860
1/21/2020,c10,195,12347321
1/21/2020,c10,195,12337879
1/21/2020,c10,195,12347323
1/21/2020,c10,12,12353675
1/21/2020,c10,20,12407778
1/21/2020,c10,40,12407749
1/21/2020,c10,40,12407750
1/21/2020,c10,40,12409893
1/21/2020,c10,1,12382916
1/21/2020,c10,37,12409682
1/21/2020,c10,111,12414729
1/21/2020,c10,50,12263948
1/21/2020,c10,78,12304755
1/21/2020,c10,98,12159945
1/21/2020,c10,70,12394956
1/21/2020,c10,16,12321939
1/21/2020,c10,120,12120063
1/21/2020,c10,25,12409234
1/21/2020,c10,24,12407889
1/21/2020,c10,160,12383057
1/21/2020,c10,24,12407812
1/21/2020,c10,24,12383059
1/21/2020,c10,48,12216837
1/21/2020,c10,144,12223554
1/21/2020,c10,192,12222904
1/21/2020,c10,192,12222902
1/21/2020,c10,108,11005274
1/21/2020,c10,90,11005256
1/21/2020,c10,126,12042082
1/21/2020,c10,198,11000858
1/21/2020,c10,220,11000851
1/21/2020,c10,90,11005264
1/21/2020,c10,220,12192541
1/21/2020,c10,180,11005268
1/21/2020,c10,220,11000089
1/21/2020,c10,99,11005273
1/21/2020,c10,90,11005265
1/21/2020,c10,198,11005274
1/21/2020,c10,90,12105592
1/21/2020,c10,126,11005258
1/21/2020,c10,90,11005259
1/21/2020,c10,180,11005256
1/21/2020,c10,450,11005257
1/21/2020,c10,200,11250767
1/21/2020,c10,126,11001184
1/21/2020,c10,126,11001186
1/21/2020,c10,126,12042081
1/21/2020,c10,252,12042082
1/21/2020,c10,126,12042142
1/21/2020,c10,378,12042143
1/21/2020,c10,70,12083611
1/21/2020,c10,75,12343730
1/23/2020,c10,14,12404651
1/23/2020,c10,28,12404608
1/23/2020,c10,90,12159741
1/23/2020,c10,96,12120063
1/23/2020,c10,48,12407348
1/23/2020,c10,42,12404641
1/23/2020,c10,19,12311261
1/23/2020,c10,40,12407750
1/23/2020,c10,37,12409682
1/23/2020,c10,48,12293771
1/23/2020,c10,6,12293790
1/23/2020,c10,22,12395030
1/23/2020,c10,5,12120063
1/23/2020,c10,44,1665274
1/23/2020,c10,132,12271469
1/23/2020,c10,20,12293768
1/23/2020,c10,24,12280926
1/23/2020,c10,1,11000940
1/23/2020,c10,3,12120948
1/23/2020,c10,34,12293351
1/23/2020,c10,12,11250017
1/23/2020,c10,6,12262744
1/23/2020,c10,8,12311239
1/23/2020,c10,6,12311236
1/23/2020,c10,6,12322331
1/23/2020,c10,8,11250170
1/23/2020,c10,10,12159998
1/23/2020,c10,2,12322313
1/23/2020,c10,2,12230641
1/23/2020,c10,2,12095330
1/23/2020,c10,32,12412279
1/23/2020,c10,1,12366888
1/23/2020,c10,60,12232892
1/23/2020,c10,28,12404651
1/23/2020,c10,56,12404608
1/23/2020,c10,64,9602322
1/23/2020,c10,120,12120063
1/23/2020,c10,84,12404641
1/23/2020,c10,20,12407633
1/23/2020,c10,160,12293768
1/23/2020,c10,20,12407779
1/23/2020,c10,40,12407749
1/23/2020,c10,40,12407750
1/23/2020,c10,40,12407751
1/23/2020,c10,40,415841
1/23/2020,c10,50,12263948
1/24/2020,c10,77,12407306
1/24/2020,c10,86,12411624
1/24/2020,c10,39,12411639
1/24/2020,c10,61,12382189
1/24/2020,c10,104,12382188
1/24/2020,c10,64,12382702
1/24/2020,c10,26,12382700
1/24/2020,c10,13,12382701
1/24/2020,c10,26,12382706
1/24/2020,c10,77,12412275
1/24/2020,c10,68,12412275
1/24/2020,c10,130,12407306
1/24/2020,c10,136,12411624
1/24/2020,c10,63,12411639
1/24/2020,c10,115,12382189
1/24/2020,c10,189,12382188
1/24/2020,c10,92,12382702
1/24/2020,c10,33,12382700
1/24/2020,c10,25,12382701
1/24/2020,c10,37,12382706
1/24/2020,c10,28,12412275
1/24/2020,c10,147,12412275
1/24/2020,c10,1,12280946
1/24/2020,c10,18,12293774
1/24/2020,c10,14,12383487
1/24/2020,c10,1,12412261
1/24/2020,c10,20,12379622
1/24/2020,c10,2,12280946
1/24/2020,c10,41,12293774
1/24/2020,c10,26,12383487
1/24/2020,c10,11,12412261
1/24/2020,c10,54,12383090
1/27/2020,c10,96,12280926
1/27/2020,c10,96,11254203
1/27/2020,c10,45,11001248
1/27/2020,c10,14,12404651
1/27/2020,c10,14,12404608
1/27/2020,c10,48,9602321
1/27/2020,c10,60,9602324
1/27/2020,c10,24,12083830
1/27/2020,c10,48,12407346
1/27/2020,c10,40,12407355
1/27/2020,c10,20,12407493
1/27/2020,c10,84,12159945
1/27/2020,c10,18,12293891
1/27/2020,c10,18,12280940
1/27/2020,c10,64,12329692
1/27/2020,c10,32,12293764
1/27/2020,c10,26,12322313
1/27/2020,c10,19,12311261
1/27/2020,c10,117,12337879
1/27/2020,c10,16,12322798
1/27/2020,c10,30,12397826
1/27/2020,c10,24,12322593
1/27/2020,c10,20,12407778
1/27/2020,c10,40,12407751
1/27/2020,c10,46,12361171
1/27/2020,c10,46,12361442
1/27/2020,c10,46,12361441
1/27/2020,c10,10,12350045
1/27/2020,c10,40,11250399
1/27/2020,c10,42,11250398
1/27/2020,c10,4,12366017
1/27/2020,c10,45,11250019
1/27/2020,c10,40,415841
1/27/2020,c10,96,12232429
1/27/2020,c10,24,12407811
1/27/2020,c10,70,12394956
1/27/2020,c10,56,11250398
1/27/2020,c10,15,12324079
1/27/2020,c10,1,11250019
1/27/2020,c10,192,11254203
1/27/2020,c10,60,12394959
1/27/2020,c10,28,12404651
1/27/2020,c10,28,12404608
1/27/2020,c10,120,12159741
1/27/2020,c10,36,12083830
1/27/2020,c10,105,12095330
1/27/2020,c10,90,12095328
1/27/2020,c10,48,12407345
1/27/2020,c10,48,12407346
1/27/2020,c10,40,12407351
1/27/2020,c10,40,12407355
1/27/2020,c10,40,12407353
1/27/2020,c10,40,12407352
1/27/2020,c10,25,12409158
1/27/2020,c10,25,12409159
1/27/2020,c10,198,12271469
1/27/2020,c10,98,12159945
1/27/2020,c10,108,12293783
1/27/2020,c10,36,12293891
1/27/2020,c10,36,12280940
1/27/2020,c10,54,12383090
1/27/2020,c10,20,12407633
1/27/2020,c10,192,12293790
1/27/2020,c10,29,12322854
1/27/2020,c10,29,12322844
1/27/2020,c10,29,12322849
1/27/2020,c10,29,12322860
1/27/2020,c10,29,12322863
1/27/2020,c10,80,12293771
1/27/2020,c10,32,12293764
1/27/2020,c10,80,12293768
1/27/2020,c10,38,12311261
1/27/2020,c10,75,12349826
1/27/2020,c10,16,12321939
1/27/2020,c10,195,12337879
1/27/2020,c10,195,12347323
1/27/2020,c10,12,12353675
1/27/2020,c10,30,12397826
1/27/2020,c10,18,12322625
1/27/2020,c10,18,12322592
1/27/2020,c10,20,12407778
1/27/2020,c10,40,12407751
1/27/2020,c10,80,12409893
1/27/2020,c10,46,12361441
1/27/2020,c10,60,12381483
1/27/2020,c10,28,12407806
1/27/2020,c10,20,12379622
1/27/2020,c10,100,12263948
1/27/2020,c10,78,12304755
1/27/2020,c10,60,11001248
1/27/2020,c10,29,12384954
1/27/2020,c10,8,12262748
1/27/2020,c10,132,12320619
1/27/2020,c10,264,12320670
1/27/2020,c10,132,12320672
2/5/2020,c10,198,11000858
2/5/2020,c10,110,11000851
2/5/2020,c10,99,11005255
2/5/2020,c10,90,11005264
2/5/2020,c10,110,12192541
2/5/2020,c10,198,11005273
2/5/2020,c10,90,11005265
2/5/2020,c10,99,11005274
2/5/2020,c10,90,12105592
2/5/2020,c10,126,11005258
2/5/2020,c10,90,11005259
2/5/2020,c10,180,11005256
2/5/2020,c10,180,11005257
2/5/2020,c10,126,11001186
2/5/2020,c10,126,12042082
2/5/2020,c10,126,12042142
2/5/2020,c10,126,12042143
2/5/2020,c10,105,12083611
2/5/2020,c10,35,12083476
2/5/2020,c10,152,12311305
2/5/2020,c10,76,12311306
2/5/2020,c10,76,12311310
2/5/2020,c10,90,12427709
2/5/2020,c10,90,12427705
2/5/2020,c10,90,12427707
2/5/2020,c10,90,12427708
2/5/2020,c10,90,12427706
2/5/2020,c10,90,12311311
2/5/2020,c10,90,12365997
1/29/2020,c10,99,11000858
1/29/2020,c10,450,11005256
1/29/2020,c10,48,12216836
1/29/2020,c10,48,12222910
1/29/2020,c10,144,12173501
1/29/2020,c10,144,12173498
1/29/2020,c10,144,12173500
1/29/2020,c10,144,12173499
1/29/2020,c10,36,12311258
1/29/2020,c10,36,12311284
1/29/2020,c10,48,12222889
1/29/2020,c10,160,12329692
1/29/2020,c10,195,12337879
1/29/2020,c10,195,12347323
1/29/2020,c10,111,12414729
1/29/2020,c10,450,11005256
1/29/2020,c10,90,11005257
1/29/2020,c10,117,12337879
1/29/2020,c10,37,12414729
1/29/2020,c10,20,11250399
1/29/2020,c10,26,12304755
1/29/2020,c10,54,12095328
1/29/2020,c10,29,12322844
1/29/2020,c10,29,12322860
1/30/2020,c10,14,12159945
1/30/2020,c10,14,12159947
1/30/2020,c10,22,12395030
1/30/2020,c10,132,12271469
1/30/2020,c10,14,12404641
1/30/2020,c10,4,12404640
1/30/2020,c10,8,12404629
1/30/2020,c10,14,12404608
1/30/2020,c10,14,12404651
1/30/2020,c10,5,12120948
1/30/2020,c10,34,12293351
1/30/2020,c10,24,11250017
1/30/2020,c10,4,12262745
1/30/2020,c10,5,12311237
1/30/2020,c10,10,12191186
1/30/2020,c10,10,12322319
1/30/2020,c10,10,12159998
1/30/2020,c10,5,12403975
1/30/2020,c10,4,12322313
1/30/2020,c10,2,12322315
1/30/2020,c10,2,12381541
1/30/2020,c10,2,12230641
1/30/2020,c10,15,12349826
1/30/2020,c10,4,12349829
1/30/2020,c10,8,12397826
2/3/2020,c10,42,12394956
2/3/2020,c10,36,12037054
2/3/2020,c10,18,11250020
2/3/2020,c10,12,12311245
2/3/2020,c10,60,12095330
2/3/2020,c10,34,12293351
2/3/2020,c10,48,12407345
2/3/2020,c10,64,12411493
2/3/2020,c10,75,12406182
2/3/2020,c10,50,12409210
2/3/2020,c10,50,12409208
2/3/2020,c10,50,12409709
2/3/2020,c10,25,12409740
2/3/2020,c10,25,12409234
2/3/2020,c10,48,12246749
2/3/2020,c10,198,12271469
2/3/2020,c10,18,12293891
2/3/2020,c10,128,12329692
2/3/2020,c10,48,12293777
2/3/2020,c10,96,12293778
2/3/2020,c10,14,12404641
2/3/2020,c10,29,12322854
2/3/2020,c10,29,12322847
2/3/2020,c10,48,12293771
2/3/2020,c10,29,12322319
2/3/2020,c10,16,12321939
2/3/2020,c10,195,12347323
2/3/2020,c10,40,12407749
2/3/2020,c10,40,12409893
2/3/2020,c10,37,12414729
2/4/2020,c10,21,12427528
2/5/2020,c10,90,12311281
2/5/2020,c10,90,12311294
2/5/2020,c10,90,12311292
2/5/2020,c10,90,12311298
2/5/2020,c10,72,12366047
2/5/2020,c10,72,12366048
2/5/2020,c10,72,12366049
2/5/2020,c10,72,12366080
2/3/2020,c10,30,12232892
2/3/2020,c10,15,12324079
2/3/2020,c10,40,11250399
2/3/2020,c10,62,11250019
2/3/2020,c10,42,11250174
2/3/2020,c10,87,12037054
2/3/2020,c10,24,11250020
2/3/2020,c10,12,12311245
2/3/2020,c10,76,12230523
2/3/2020,c10,30,12246747
2/3/2020,c10,9,12349851
2/3/2020,c10,120,9602324
2/3/2020,c10,120,9602315
2/3/2020,c10,26,12103475
2/3/2020,c10,105,12095330
2/3/2020,c10,102,12293352
2/3/2020,c10,78,12304753
2/3/2020,c10,78,12304754
2/3/2020,c10,78,12304755
2/3/2020,c10,400,12411493
2/3/2020,c10,75,12409210
2/3/2020,c10,50,12409208
2/3/2020,c10,25,12409709
2/3/2020,c10,75,12409156
2/3/2020,c10,25,12409740
2/3/2020,c10,25,12409158
2/3/2020,c10,25,12409234
2/3/2020,c10,48,12407404
2/3/2020,c10,20,12407411
2/3/2020,c10,80,12246749
2/3/2020,c10,50,12263948
2/3/2020,c10,98,12159945
2/3/2020,c10,240,12329692
2/3/2020,c10,320,12293777
2/3/2020,c10,400,12293778
2/3/2020,c10,30,12321166
2/3/2020,c10,58,12322843
2/3/2020,c10,58,12322844
2/3/2020,c10,29,12322847
2/3/2020,c10,29,12322860
2/3/2020,c10,29,12322863
2/3/2020,c10,29,12384992
2/3/2020,c10,80,12293771
2/3/2020,c10,16,12293766
2/3/2020,c10,160,12293763
2/3/2020,c10,29,12322345
2/3/2020,c10,75,12349826
2/3/2020,c10,15,12349829
2/3/2020,c10,195,12347321
2/3/2020,c10,195,12347323
2/3/2020,c10,48,12322797
2/3/2020,c10,24,12353675
2/3/2020,c10,30,12397826
2/3/2020,c10,24,12322593
2/3/2020,c10,90,12350033
2/3/2020,c10,24,12407811
2/3/2020,c10,24,12407889
2/3/2020,c10,10,12350045
2/3/2020,c10,64,12293790
2/3/2020,c10,56,12159762
2/3/2020,c10,1320,12271469
2/4/2020,c10,49,12427528
2/6/2020,c10,36,12383090
2/6/2020,c10,40,12407633
2/6/2020,c10,117,12337879
2/6/2020,c10,84,12159945
2/6/2020,c10,26,12304754
2/6/2020,c10,54,12293783
2/6/2020,c10,32,9602322
2/6/2020,c10,38,11251099
2/6/2020,c10,20,12406377
2/6/2020,c10,24,12407889
2/20/2020,c10,96,12382707
2/20/2020,c10,96,12311290
2/20/2020,c10,90,12311281
2/20/2020,c10,90,12311294
2/20/2020,c10,90,12311292
2/20/2020,c10,90,12311298
2/20/2020,c10,108,12366047
2/20/2020,c10,72,12366048
2/20/2020,c10,72,12366049
2/20/2020,c10,72,12366080
2/6/2020,c10,8,12262748
2/6/2020,c10,108,12383090
2/6/2020,c10,60,12407633
2/6/2020,c10,195,12337879
2/6/2020,c10,100,12263948
2/6/2020,c10,64,12293790
2/6/2020,c10,80,12159768
2/6/2020,c10,57,11251099
2/6/2020,c10,123,12141370
2/6/2020,c10,24,12407812
2/6/2020,c10,29,12159430
2/6/2020,c10,120,12232429
2/6/2020,c10,105,12141371
2/5/2020,c10,46,12322351
2/5/2020,c10,95,12322351
2/5/2020,c10,63,12383487
2/5/2020,c10,26,12383487
2/6/2020,c10,100,12159710
2/6/2020,c10,450,12322779
2/6/2020,c10,240,12322790
2/6/2020,c10,270,12322779
2/6/2020,c10,120,12322790
2/6/2020,c10,50,12159710
2/6/2020,c10,25,12424446
2/6/2020,c10,25,12412402
2/6/2020,c10,15,12424418
2/6/2020,c10,15,12350045
2/6/2020,c10,15,12448724
2/6/2020,c10,15,12431770
2/6/2020,c10,260,12159710
2/6/2020,c10,976,12322779
2/6/2020,c10,488,12322790
2/6/2020,c10,488,12322779
2/6/2020,c10,244,12322790
2/6/2020,c10,170,12159710
2/11/2020,c10,56,12322351
2/11/2020,c10,12,12423922
2/11/2020,c10,140,12394956
2/11/2020,c10,210,12232892
2/11/2020,c10,56,11250398
2/11/2020,c10,5,12324079
2/11/2020,c10,40,11250399
2/11/2020,c10,34,11250019
2/11/2020,c10,23,11250174
2/11/2020,c10,37,12037054
2/11/2020,c10,12,12311245
2/11/2020,c10,12,12366017
2/11/2020,c10,10,12382686
2/11/2020,c10,120,12398311
2/11/2020,c10,60,12394959
2/11/2020,c10,64,9602322
2/11/2020,c10,32,12095362
2/11/2020,c10,120,12159741
2/11/2020,c10,26,12103475
2/11/2020,c10,36,12083819
2/11/2020,c10,36,12083830
2/11/2020,c10,210,12095330
2/11/2020,c10,60,12293176
2/11/2020,c10,51,12131456
2/11/2020,c10,270,12095328
2/11/2020,c10,75,12095331
2/11/2020,c10,78,12304753
2/11/2020,c10,78,12304754
2/11/2020,c10,78,12304755
2/11/2020,c10,48,12407348
2/11/2020,c10,96,12407345
2/11/2020,c10,96,12407347
2/11/2020,c10,144,12407457
2/11/2020,c10,48,12407460
2/11/2020,c10,96,12407346
2/11/2020,c10,48,12409855
2/11/2020,c10,48,12407415
2/11/2020,c10,48,12407637
2/11/2020,c10,96,12407777
2/11/2020,c10,80,12407351
2/11/2020,c10,160,12407355
